node_id,sampling_interval_ms,deadband_value,deadband_type,active,keywords
ns=6;s=StarGateway:Shaco.Jinx.CU.eY_GjBIh_HcBJlepCQL,1000,88,ABSOLUTE,1,[1; 2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.eY_RHJyN_GHlopbwLIK,1000,9,RELATIVE,1,[1; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.eY_TzBdy_gdWDoVKLQh,100,,,1,[1; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.eY_VcnUs_FSfItdsJjK,100,,,0,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.eY_jcoCu_klZYqVuygv,1000,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.eY_nkjvX_ZUsBVNDEMk,500,9,RELATIVE,0,[2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.eY_rnwlz_dXsGtkgpFa,1000,,,0,[3; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.eY_uiycS_oLCQFYrhqK,500,9,RELATIVE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.eY_xICoA_syDcShAmJH,100,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.eZ_JkqZI_doVYtgOlsk,100,,,1,[1; 2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.eZ_OwRSB_qtShUBuvZO,500,9,RELATIVE,0,[2; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.eZ_TWEyU_jliRwnerGT,500,9,RELATIVE,1,[4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.eZ_ZNvjV_gTcAiGePbZ,100,,,0,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.eZ_apXAs_vBdVGXtMkH,500,9,RELATIVE,1,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.eZ_hpPnw_YqVdolcTNn,1000,88,ABSOLUTE,0,[3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ea_JzQZh_BUnvQfXCwN,500,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.ea_QFDdS_XPwuYZpGMz,1000,88,ABSOLUTE,1,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.ea_uYiHL_TkmqxHiXVy,100,88,ABSOLUTE,0,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.ea_wJZzT_lkLfgVoDAG,100,9,RELATIVE,0,[2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ea_wbBct_kjtgmxSpdB,1000,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.eb_NDqgf_IdAYwrzLFe,100,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.eb_QnxZa_bvCHOeTtNl,100,9,RELATIVE,1,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.eb_VeIBC_CAcGqSPetg,1000,88,ABSOLUTE,1,[2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.eb_XOjpG_CTyeILtvxz,500,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.eb_zSETw_SwXuoDGtYl,500,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.ec_AKxCv_VgnlIPrMxk,100,9,RELATIVE,0,[1; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ec_CLEfI_cOXCuqNKZQ,1000,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.ec_HOxch_SaDAHqBtEx,500,9,RELATIVE,0,[3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ec_PuFVi_AZnYceIDRU,100,,,1,[2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.ec_YQvLd_iGyKPMwruL,500,9,RELATIVE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.ec_qriXR_LvFdunYeZN,100,9,RELATIVE,0,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.ed_GrgmQ_kbXFGxtPDa,1000,,,1,[1; 2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ed_QYXeR_HRnFcilfxp,1000,9,RELATIVE,0,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ed_aEFwH_QOKTbYNyVE,100,88,ABSOLUTE,0,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.ed_eUECx_XrcmFnHukh,500,88,ABSOLUTE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.ed_quikc_twlgyzToDQ,1000,88,ABSOLUTE,0,[1; 2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ed_tWAdr_XVJoHcegmO,1000,,,1,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.ef_ErbMh_tJgAkSTBfl,100,88,ABSOLUTE,0,[1; 2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ef_NAenE_BlRCrpsiut,100,,,1,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.ef_fxOpn_jPGbhDrgVE,100,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.ef_lzunF_CNmKXTYUFw,1000,88,ABSOLUTE,1,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.ef_xlLMi_MhDyovCwJa,500,,,1,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.eg_Echdi_kADxfFUtoT,100,88,ABSOLUTE,1,[2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.eg_MeNDv_EaSjJbdpgI,100,,,1,[3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.eg_RlhgN_yqGSwrmglv,500,88,ABSOLUTE,0,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.eg_SgvlB_dWKujyDIbg,1000,88,ABSOLUTE,0,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.eg_XSekP_hAFiNkfJyr,100,88,ABSOLUTE,0,[2; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.eg_cRwGl_eowSRWqMZX,500,9,RELATIVE,0,[2; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.eg_kEYdg_jclLvtXQdu,500,88,ABSOLUTE,0,[1; 2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.eg_yUmIx_NTzfHYZjoe,100,9,RELATIVE,0,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.eh_BgTGq_OLBlaSuemi,1000,9,RELATIVE,0,[1; 2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.eh_CLqfE_ZhPncOgujp,1000,9,RELATIVE,0,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.eh_CtQHg_DLJNBTEFgI,100,88,ABSOLUTE,1,[1; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.eh_LaCsI_MElqBsAxnY,500,9,RELATIVE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.eh_tGpRP_IFJxHWUfGk,100,88,ABSOLUTE,1,[1; 2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.ei_IMqic_dERSJohGyq,1000,9,RELATIVE,1,[1; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ei_TNwBR_PvUqbsQljk,1000,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.ei_WXNra_gVzabYmHNh,500,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.ei_ftugJ_UQqYnDgxBX,1000,9,RELATIVE,1,[3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.ei_nxIya_zKaYptRjES,1000,,,0,[1; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ei_omMqX_IvJxDtSmak,100,9,RELATIVE,0,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.ei_tbGKJ_pMldasiWTI,100,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.ei_zsgYm_aqOWJDhbGx,100,88,ABSOLUTE,0,[1; 2]
ns=6;s=StarGateway:Shaco.Jinx.CU.ej_DYMSO_yCjbRGBiXo,1000,,,0,[2; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.ej_PvrzN_dUZHEMfSAT,100,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.ej_pfcCP_QXbOgUtrix,100,9,RELATIVE,0,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.ek_BxZTv_hOzEbtXAGw,500,88,ABSOLUTE,0,[2; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ek_BylQn_foBAHdVYaG,1000,88,ABSOLUTE,0,[1; 2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.ek_DpFNt_sRTmhIVupC,500,9,RELATIVE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.ek_MTZSE_WhgmGuKqns,500,88,ABSOLUTE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.ek_ZNXvh_bJfyHromGC,500,88,ABSOLUTE,1,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.el_JNdkC_JzsRHvpZlk,1000,9,RELATIVE,1,[1; 2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.el_JpZSQ_frXERveQJT,500,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.el_OEGIQ_sgVMnzcSTE,1000,9,RELATIVE,1,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.el_PFZXr_eETcbJDZSI,1000,,,0,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.el_VAPWe_uNoskhlizR,1000,9,RELATIVE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.em_SRExf_uZHoSYyEQl,100,88,ABSOLUTE,0,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.em_awYPo_rYaghfKScq,1000,88,ABSOLUTE,1,[2; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.em_fKyxa_UlEmfLcJFH,100,9,RELATIVE,0,[3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.em_nOIbz_sGOYSyPzAR,500,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.em_pCacu_TYBNgzKEOC,1000,,,1,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.em_pLcxI_gUZQlHPEDx,100,,,1,[1; 2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.em_uprJg_sqGBDOVPpJ,1000,88,ABSOLUTE,0,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.em_vNule_epIVaBvLsP,1000,88,ABSOLUTE,0,[1; 2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.en_ChlfG_LMrKohYHXQ,1000,88,ABSOLUTE,0,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.en_CjwNJ_kFpuOELVJK,100,9,RELATIVE,0,[2; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.en_IPMFa_lPHjaYgJiE,1000,88,ABSOLUTE,0,[2; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.en_nwIOM_tIKkdrUpsS,100,9,RELATIVE,0,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.en_sILtd_CaAVceKgYF,500,,,1,[1; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.eo_LViIm_DhOmAeRYFV,1000,9,RELATIVE,0,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.eo_djrTM_wZRUqChgEn,100,9,RELATIVE,1,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.eo_lILzr_RumvgytEZw,500,88,ABSOLUTE,0,[2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.eo_nuvMy_NfzOuLjIaD,1000,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.eo_tUfYK_TlMSUvyNzx,500,88,ABSOLUTE,0,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.eo_xTKzP_dIYJVaPgUy,1000,,,0,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.ep_fgsWl_JipFVGDjYS,500,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.ep_mFwuG_iGTEFedNoM,1000,,,0,[2; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.ep_pGyHe_fItZHMjlGy,1000,,,0,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.ep_rbLgX_viDKlQCHIj,500,,,0,[3; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ep_sfvUK_iEplQrcAfv,100,88,ABSOLUTE,1,[1; 2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.eq_EBCHK_SmDPeiGLrX,500,9,RELATIVE,1,[2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.eq_GEODt_EJwpdtRCXA,100,9,RELATIVE,0,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.eq_aoHNQ_lDekANZnfO,100,9,RELATIVE,1,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.eq_hxXLA_GvLNByYaZb,1000,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.eq_lNsRw_PgSADuTboV,100,9,RELATIVE,1,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.eq_qhDpn_kWhFTOLmxu,1000,,,1,[1; 2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.eq_rUvDy_mVRGKirSfD,500,9,RELATIVE,1,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.eq_wcLyv_fNMBSThiWw,100,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.eq_zQKae_MLPXJnvfNe,100,9,RELATIVE,0,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.er_BSgpL_gwoRTePbLO,500,9,RELATIVE,0,[3; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.er_CcgaN_aLlrsKywYC,500,9,RELATIVE,1,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.er_SclOw_YRGiIxjEXV,500,88,ABSOLUTE,0,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.er_jsoLd_podCgQzTik,100,,,0,[2; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.es_FCaBp_SFWelCUpYB,500,,,1,[2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.es_FfZKh_csFlUvBRTb,500,88,ABSOLUTE,0,[2; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.es_OgmVw_YmOvcEoQTC,1000,,,1,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.es_RApGL_mvPRorOEXz,1000,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.es_XHhnr_IHjwJborVq,100,,,1,[1; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.es_XxhOo_piZVtIbdSw,100,9,RELATIVE,0,[2; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.es_hZITj_oQgwNdPktW,100,9,RELATIVE,1,[2; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.es_mdPLp_rDhOasXobN,100,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.es_wLnOy_DakgNTqYsS,1000,,,1,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.es_wtpCm_LgipqxRNVD,100,,,0,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.et_HJwyK_JzmbZevjpF,500,,,0,[3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.et_PjQlZ_BmcNUuipRy,1000,9,RELATIVE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.et_TJdom_zofykWUBuv,100,88,ABSOLUTE,1,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.eu_Kdzik_TLUyiwCKQG,500,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.eu_bhrfI_TRNdSXIWCi,1000,88,ABSOLUTE,1,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.eu_crIAk_mIeEjgSXbG,100,9,RELATIVE,0,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.eu_lnyqb_EfUmKalIsD,100,88,ABSOLUTE,0,[1; 2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.eu_snzuH_ZEkNYsdDMX,500,9,RELATIVE,1,[3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.eu_vziBF_JLqrGagWef,100,,,1,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.ev_LBYSr_ZpoudIatTO,500,,,1,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.ev_VliYS_yIjNneEHUb,1000,,,1,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.ev_rSKWv_SBeajLzCtJ,500,88,ABSOLUTE,0,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.ev_yAcqt_FjeZtdHkmO,1000,,,1,[1; 2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.ev_zyTxJ_xVDXnaElkO,500,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.ew_HjnXE_wxbandGsNq,1000,,,1,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.ew_XWYBr_XqkugNwBjm,500,9,RELATIVE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.ew_nYuxo_lTXEULPDpk,1000,9,RELATIVE,0,[3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ex_DEQnr_CgTwUAkYGM,500,9,RELATIVE,1,[1; 2]
ns=6;s=StarGateway:Shaco.Jinx.CU.ex_JliZB_NTZGUALnVE,1000,88,ABSOLUTE,1,[3; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ex_XpWmC_lqSIyrvCBp,100,9,RELATIVE,1,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ex_ugdJc_FxAbSpmKDW,100,,,0,[3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ex_zFauA_VxRwXIPiho,1000,9,RELATIVE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.ey_GhUxC_LOpucyAXBr,500,9,RELATIVE,0,[3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.ey_Oesuo_smVSLTiJxh,1000,,,0,[2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ey_jBGdc_vdZKNYIHuy,1000,88,ABSOLUTE,0,[2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.ey_uiNQb_mSoHNIKbCz,500,,,1,[3; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ez_BWkCK_mgvoLzARjf,100,9,RELATIVE,1,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.ez_ChbUj_emBLUgQCoP,1000,9,RELATIVE,0,[2; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ez_FHaXZ_qSRMtdCFxW,100,88,ABSOLUTE,0,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.ez_FKCIp_anDEFtKBZC,1000,9,RELATIVE,0,[1; 2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ez_VHSUD_okbShydeXn,1000,88,ABSOLUTE,1,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.ez_dkfAJ_IJiLUKnTkt,1000,88,ABSOLUTE,1,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.ez_dpWtQ_JqerazondM,500,9,RELATIVE,1,[2; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.ez_fNTxF_TADpXKxsBJ,100,9,RELATIVE,0,[2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ez_foJrn_cIFYJTiLDb,500,88,ABSOLUTE,1,[2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.ez_jyHFD_MJSsvxHucn,1000,88,ABSOLUTE,1,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.ez_mFSdh_HornXVyjSb,1000,,,1,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.ez_vbpkN_WRNmnkXtOY,100,9,RELATIVE,1,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.fA_GUNhd_RxqrlhQgTn,100,9,RELATIVE,0,[1; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.fA_JKrAq_mGTSXCsKQF,1000,,,1,[2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.fA_TujoX_LMjXfSJbUt,1000,88,ABSOLUTE,1,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.fA_Xerau_lHUqOXZxBN,1000,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.fA_eHzwK_BengvtFNuq,500,9,RELATIVE,0,[1; 2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.fA_ehKCf_kPtYcVSMjx,500,,,0,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.fA_gxaEf_XYKgenQHmO,100,88,ABSOLUTE,0,[2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.fA_scpdn_KwxZfznsme,100,9,RELATIVE,1,[1; 2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.fB_LcNAn_hLXaHjVZAG,100,88,ABSOLUTE,0,[1; 2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.fB_MzijC_rHITKqRCgt,100,,,1,[1; 2]
ns=6;s=StarGateway:Shaco.Jinx.CU.fB_OfMxQ_EvifwDhjud,100,88,ABSOLUTE,0,[1; 2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.fB_tXeGf_NTOGWKLVHj,1000,9,RELATIVE,0,[2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.fB_wXIFP_jmrinEuFVT,100,88,ABSOLUTE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.fC_PMfdt_TSXINnmAdU,500,9,RELATIVE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.fC_XGgoA_zyXSYAxwJG,500,9,RELATIVE,0,[3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.fC_uQJdO_QnCyNrdcVu,100,,,1,[1; 2]
ns=6;s=StarGateway:Shaco.Jinx.CU.fC_xXEGa_SPzErJMCqD,100,88,ABSOLUTE,0,[3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.fD_CFvgG_GYKWEfMtJV,1000,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.fD_RNvbj_YxOQuMWEfD,100,,,1,[2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.fD_TDyaJ_NZJFduHnEz,100,9,RELATIVE,1,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.fD_YkjZa_SQgrfCLoym,1000,,,0,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.fD_jqmXt_WcYUzresoZ,1000,9,RELATIVE,1,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.fE_CYaou_pXPlbmhAku,100,88,ABSOLUTE,0,[2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.fE_IsHJL_lFevLnfVTp,100,9,RELATIVE,0,[2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.fE_aRPcl_CdqyFzOsJf,500,,,1,[2; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.fE_htwrZ_DOdYkGeXQo,100,9,RELATIVE,0,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.fE_jVUvP_vqHwGxInbc,500,,,1,[1; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.fE_vyaNA_ziqjHukIDp,1000,,,1,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.fF_TVdGi_urLiUPWoaX,500,9,RELATIVE,0,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.fF_TZQID_tQGnsueUod,100,,,0,[1; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.fF_WSkhx_ROfQpKqbte,500,88,ABSOLUTE,1,[3; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.fF_eiTAh_udebCSTIhO,100,9,RELATIVE,1,[1; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.fF_mWqXO_UifwAuNBkp,100,9,RELATIVE,0,[1; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.fF_uhWfE_gBvSaPNWms,500,88,ABSOLUTE,0,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.fF_zfoUv_YeMVrPXNiH,500,,,1,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.fG_DExBY_IDvrVFRdhP,1000,,,0,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.fG_FzxZQ_DvIojdBgbT,1000,88,ABSOLUTE,1,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.fG_HMice_pYeDvQKxLz,1000,9,RELATIVE,0,[3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.fG_IaVeR_EfDAUosydl,500,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.fG_LlUxD_GgcQEqdaXS,1000,9,RELATIVE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.fG_PZEvW_veontciVDN,500,9,RELATIVE,1,[3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.fG_SQtTc_pKjTAzMYEu,500,88,ABSOLUTE,0,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.fG_Zceif_kpBdviQOMf,500,9,RELATIVE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.fG_fixRm_dZHakfbxpQ,100,,,0,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.fG_gGxlw_moHRtKQuyn,1000,88,ABSOLUTE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.fG_hBQPJ_YXlrhTHcxv,500,88,ABSOLUTE,0,[4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.fG_piJso_ncOtLxAKed,1000,,,1,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.fG_xphVq_RFpNowgUCL,100,88,ABSOLUTE,1,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.fH_KiVoa_QeApmMzbGq,100,,,1,[1; 2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.fH_RZUAv_kQaieJhmtw,100,9,RELATIVE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.fH_RfcBK_pQuryDKfMs,500,,,1,[2; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.fH_WfxtP_MEjgudicSW,1000,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.fH_lLdHw_EjwJvRlZtG,1000,,,1,[3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.fI_AXfzO_HsWDZCXGVK,100,,,0,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.fI_Ehqlr_JznatfyjYH,500,88,ABSOLUTE,0,[2; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.fI_EwQMr_vhqRezkgoZ,100,,,0,[2; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.fI_GoKQg_tmdceKYGJb,500,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.fI_RkpYD_kwMVrazbsH,1000,,,0,[2; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.fI_Yjnpt_ZChMVfxrec,1000,,,1,[]
